Sl. No.,College Name,District,Email,Establish Year,College Type,Course Type,Contact No.,Link
333,Government Law College Jhalawar,Jhalawar,gclawjhalawar@gmail.com,2006, CoEd,UG,7792853690,https://hte.rajasthan.gov.in/college/glcjhalawar
334,"SHAHEED SHREE MUKUT BIHARI MEENA GOVERNMENT COLLEGE, KHANPUR (JHALAWAR)",Jhalawar,gckhanpur01@gmail.com,2017, CoEd,UG,9413185859,https://hte.rajasthan.gov.in/college/gckhanpur
335,Government College Asnawar,Jhalawar,govtcollegeasnawar@gmail.com,2023, CoEd,UG,9414751749,https://hte.rajasthan.gov.in/college/gcasnawar
336,"Seth Netram Maghraj Tibrewala Government Girls College, Jhunjhunu",Jhunjhunu,snmtggcjjn39131@gmail.com,1999, Girls,PG,0159-2239131,https://hte.rajasthan.gov.in/college/ggcjhunjhunu
337,"Seth Shree Kedarnath Modi Rajkiya Mahavidhalya, Gudha (Jhunjhunu)",Jhunjhunu,governmentcollegegudha@gmail.com,2013, CoEd,PG,01594-294011,https://hte.rajasthan.gov.in/college/gcgudha
338,"Shri Radheshyam R.Morarka Govt. College, Jhunjhunu",Jhunjhunu,morarkacollege@gmail.com,2013, CoEd,PG,01592239944,https://hte.rajasthan.gov.in/college/gcjhunjhunu
339,"Shri Radheshyam R. Morarka Government College,  Nawalgarh (Jhunjhunu)",Jhunjhunu,govtcollegenawalgarh@gmail.com,2013, CoEd,PG,01594222070,https://hte.rajasthan.gov.in/college/gcnawalgarh
340,"Swami Vivekanand Govt. College Khetri, Jhunjhunu",Jhunjhunu,govt.college.khetri@gmail.com,1999, CoEd,PG,01593-234070,https://hte.rajasthan.gov.in/college/govt.college.khetri@gmail.com
341,"Government College Malsisar,Jhunjhunu",Jhunjhunu,gcmalsisar@gmail.com,2018, CoEd,UG,01595-297790,https://hte.rajasthan.gov.in/college/gcmalsisar
342,"GOVERNMENT GIRLS COLLEGE, HETAMSAR",Jhunjhunu,ggchetamsar@gmail.com,2019, Girls,UG,9414541691,https://hte.rajasthan.gov.in/college/ggchetamsar
343,MASTER HAJARI LAL SHARMA GOVT. COLLEGE CHIRAWA,Jhunjhunu,govtcollegechirawa@gmail.com,2020, CoEd,UG,9414292285,https://hte.rajasthan.gov.in/college/gcchirawa
344,Government college surajgarh,Jhunjhunu,gcsurajgarh@gmail.com,2020, CoEd,UG,9351601006,https://hte.rajasthan.gov.in/college/gcsurajgarh
345,Government College Udaipurwati,Jhunjhunu,gcudaipurwati@gmail.com,2021, CoEd,UG,9829687819,https://hte.rajasthan.gov.in/college/gcudaipurwati
346,GOVERNMENT COLLEGE BUHANA,Jhunjhunu,govt.college.buhana@gmail.com,2022, CoEd,UG,1593234070,https://hte.rajasthan.gov.in/college/gcbuhana
347,GOVERNMENT GIRLS COLLEGE BABAI (KHETRI),Jhunjhunu,ggckhetri@gmail.com,2022, Girls,UG,1593234070,https://hte.rajasthan.gov.in/college/ggcbabai
348,Government girls College Guda,Jhunjhunu,governmentgirlscollegeguda@gmail.com,2022, Girls,UG,9664018928,https://hte.rajasthan.gov.in/college/ggcguda
349,GOVERNMENT GIRLS COLLEGE ALSISAR (JHUNJHUNU),Jhunjhunu,ggcalsisar@gmail.com,2022, Girls,UG,1592-239131,https://hte.rajasthan.gov.in/college/ggcalsisar
350,Government Girls College Mandrela,Jhunjhunu,ggcmandrela@gmail.com,2022, Girls,UG,01592239944,https://hte.rajasthan.gov.in/college/ggcmandrela
351,Government Girls College Mukundgarh,Jhunjhunu,ggcmukundgarh@gmail.com,2022, Girls,UG,9460537194,https://hte.rajasthan.gov.in/college/ggcmukandgarh
352,Government College Bissau,Jhunjhunu,gcbissau@gmail.com,2023, CoEd,UG,6377303202,https://hte.rajasthan.gov.in/college/gcbissau
353,Government Girls College Parasrampura,Jhunjhunu,gccollegeparasrampura@gmail.com,2023, Girls,UG,9587128770,https://hte.rajasthan.gov.in/college/Government Girls College Parasrampura
354,Government  PG College Jodhpur,Jodhpur,gcjodhpur@gmail.com,2013, CoEd,PG,0291-2755101,https://hte.rajasthan.gov.in/college/gcjodhpur
355,RUSI GOVERNMENT PG COLLEGE BALESAR (JODHPUR),Jodhpur,gcbalesar2013@gmail.com,2013, CoEd,PG,9772117232,https://hte.rajasthan.gov.in/college/gcbalesar
356,"SSDCLB GOVT GIRLS COLLEGE, PIPAR CITY",Jodhpur,gcpiparcity@gmail.com,1997, Girls,PG,02930-234600,https://hte.rajasthan.gov.in/college/ggcpiparcity
357,Government P.G. College Osian,Jodhpur,gcosian2015@gmail.com,2015, CoEd,PG,9414332393,https://hte.rajasthan.gov.in/college/gcosian
358,J.N.M.P. GOVT  PG. COLLEGE PHALODI,Jodhpur,govtcollegephalodi@gmail.com,1999, CoEd,PG,02925-222080,https://hte.rajasthan.gov.in/college/GCPHALODI
359,DR.B.R.AMBEDKAR GOVT. PG COLLEGE BILARA,Jodhpur,gcbilara@gmail.com,2013, CoEd,PG,02930-222350,https://hte.rajasthan.gov.in/college/gcbilara
360,"SPM GOVERNMENT COLLEGE, BHOPALGARH",Jodhpur,gcbprincipal@gmail.com,2008, CoEd,PG,02920216292,https://hte.rajasthan.gov.in/college/gcbhopalgarh
361,"GOVT COLLEGE, BAP-JODHPUR",Jodhpur,gcbap0546@gmail.com,2017, CoEd,UG,0291-000000,https://hte.rajasthan.gov.in/college/gcbap
362,GOVERNMENT COLLEGE BAWARI,Jodhpur,govtcollegebawari@gmail.com,2018, CoEd,UG,6367141946,https://hte.rajasthan.gov.in/college/gcbaori
363,"Govt. College, Luni",Jodhpur,govt.collegeluni@gmail.com,2018, CoEd,UG,8890570520,https://hte.rajasthan.gov.in/college/GCLUNI
364,"Veer Shiromani Rao Devraj Rathore Government College, Shergarh",Jodhpur,gcshergarh1@gmail.com,2018, CoEd,UG,9982370853,https://hte.rajasthan.gov.in/college/gcshergarh
365,Government Girls Post Graduate College Magra Punjala Jodhpur,Jodhpur,ggcmagrapunjala@gmail.com,2019, Girls,UG,9782526376,https://hte.rajasthan.gov.in/college/ggcmagrapunjala
366,"GOVT. GIRLS COLLEGE, TINVRI-MATHANIA, JODHPUR",Jodhpur,ggctivrimathania@gmail.com,2019, Girls,UG,9214879494,https://hte.rajasthan.gov.in/college/gctivrimathania
367,GOVERNMENT COLLEGE LOHAWAT,Jodhpur,govtcollegelohawat@gmail.com,2020, CoEd,UG,2925222080,https://hte.rajasthan.gov.in/college/gclohawat
368,Government College Kudi Bhagtasani,Jodhpur,GCKUDIBHAGTASNI@GMAIL.COM,2020, CoEd,UG,9166289262,https://hte.rajasthan.gov.in/college/GCKUDIBHAGTASNI
369,Government Girls College Soorsagar,Jodhpur,ggcsoorsagar@gmail.com,2021, Girls,UG,9460891796,https://hte.rajasthan.gov.in/college/gcsoorsagar
370,Government College Piparcity,Jodhpur,drkamaljeetmehta@gmail.com,2021, CoEd,UG,9413661130,https://hte.rajasthan.gov.in/college/gcpiparcity
371,GOVERNMENT GIRLS COLLEGE BHOPALGARH,Jodhpur,ggcbhopalgarh@gmail.com,2022, Girls,UG,9982282330,https://hte.rajasthan.gov.in/college/governmentgirlscollegebhopalgarh
372,Govt girls college shekhala,Jodhpur,ggcshekhala@gmail.com,2022, Girls,UG,9440990471,https://hte.rajasthan.gov.in/college/
373,Government Girls College Lohawat,Jodhpur,ggclohawat@gmail.com,2022, Girls,UG,9414332393,https://hte.rajasthan.gov.in/college/ggclohawat
374,Government Girls College Jhalamand,Jodhpur,ggcjhalamand@gmail.com,2023, Girls,UG,9828229912,https://hte.rajasthan.gov.in/college/GGCJHALAMAND
375,Government Girls College Loonawas Bhakar,Jodhpur,ggclunavasbhakhar@gmail.com,2023, Girls,UG,9414150927,https://hte.rajasthan.gov.in/college/ggcloonawasbhakar
376,Government College Dechu,Jodhpur,gcdechu@gmail.com,2023, CoEd,UG,9166543902,https://hte.rajasthan.gov.in/college/gcdechu
377,Government Girls College Jaisla,Jodhpur,ggcjaisala@gmail.com,2023, Girls,UG,9782835189,https://hte.rajasthan.gov.in/college/ggcjaisala
378,GOVERNMENT COLLEGE ASOP,Jodhpur,govtcollegeasop@gmail.com,, CoEd,,99999999999,https://hte.rajasthan.gov.in/college/governmentcollegeasop
379,GOVERNMENT COLLEGE HINDAUN CITY,Karauli,gchindaun@gmail.com,1977, CoEd,PG,07469-232013,https://hte.rajasthan.gov.in/college/gchindoncity
380,Govt. College Nadauti,Karauli,govtcollegenadauti@gmail.com,2012, CoEd,UG,9413263687,https://hte.rajasthan.gov.in/college/gcnadoti
381,Govt College Todabhim,Karauli,govtcollegetodabhim151@gmail.com,2008, CoEd,UG,9414869176,https://hte.rajasthan.gov.in/college/gctodabhim
382,"Government college, sapotra",Karauli,principalspt2013@gmail.com,2013, CoEd,PG,0746-252077,https://hte.rajasthan.gov.in/college/gcsapotara
383,Government College Karauli,Karauli,pgcollegekarauli@gmail.com,1960, CoEd,PG,07464250023,https://hte.rajasthan.gov.in/college/gckarauli
384,"Govt.Girls College Karauli,Rajasthan (Affiliated to University of Kota,Kota)",Karauli,govt.girlscollegekarauli@gmail.com,1998, Girls,UG,07464-221231,https://hte.rajasthan.gov.in/college/ggckarauli
385,Government College Mandrayal,Karauli,govt.collegemandrayal@gmail.com,2019, CoEd,UG,8387914489,https://hte.rajasthan.gov.in/college/gcmandrayal
386,GOVERNMENT COLLEGE MASALPUR,Karauli,govt.collegemasalpur@gmail.com,2020, CoEd,UG,8104007070,https://hte.rajasthan.gov.in/college/gcmasalpur
387,GOVERNMENT GIRLS COLLEGE TODABHIM,Karauli,ggctodabhim@gmail.com,2021, Girls,UG,9414847160,https://hte.rajasthan.gov.in/college/ggctodabhim
388,Government Girls College Hindaun City,Karauli,gchindaun@gmail.com,2021, Girls,UG,9414315205,https://hte.rajasthan.gov.in/college/ggchindoncity
389,GOVERNMENT GIRLS COLLEGE KATKAD,Karauli,govt.girlscollegekatkad@gmail.com,2022, Girls,UG,9414486583,https://hte.rajasthan.gov.in/college/govtcollegekatkad
390,GOVT GIRLS COLLEGE MANDRAYAL,Karauli,ggcmandrayal@gmail.com,2022, Girls,UG,8741098275,https://hte.rajasthan.gov.in/college/ggcmandrayal
391,Government College Suroth,Karauli,gcsuroth2023@gmail.com,2023, CoEd,UG,99999999999,https://hte.rajasthan.gov.in/college/1222
392,Government Girls College Nadouti,Karauli,test@gmail.com,2023, Girls,UG,99999999999,https://hte.rajasthan.gov.in/college/ggcnadauti
393,SHAHEED HEMRAJ MEENA RAJKIYA MAHAVIDHYALAYA SANGOD,Kota,principal.gcsangod@gmail.com,2013, CoEd,UG,9887771921,https://hte.rajasthan.gov.in/college/gcsangod
394,GOVERNMENT COLLEGE RAMGANJMANDI,Kota,principalrmandi99@gmail.com,1999, CoEd,UG,07459270400,https://hte.rajasthan.gov.in/college/gcramganjmandi
395,Government College Kota,Kota,principalgckota@gmail.com,1945, CoEd,PG,9460492331,https://hte.rajasthan.gov.in/college/gcskota
396,Government Arts Girls College Kota,Kota,girlsartskota@gmail.com,2014, Girls,PG,07442324075,https://hte.rajasthan.gov.in/college/ggcakota
397,"Government Commerce College, Kota, Rajasthan",Kota,gcc.kota31@gmail.com,1978, CoEd,PG,0744-2426258,https://hte.rajasthan.gov.in/college/gcckota
398,Janki Devi Bajaj Government Girls college,Kota,ggsckota@gmail.com,1958, Girls,PG,0744-2324074,https://hte.rajasthan.gov.in/college/ggcskota
399,"GOVERNMENT ARTS COLLEGE, KOTA",Kota,principalgcartskota@gmail.com,2014, CoEd,PG,07442324489,https://hte.rajasthan.gov.in/college/gcakota
400,Government Law College Kota,Kota,glckotaraj@gmail.com,2006, CoEd,PG,0744-2473545,https://hte.rajasthan.gov.in/college/glckota
401,"Government College, Itawa",Kota,gcitawa@gmail.com,2018, CoEd,UG,07458225018,https://hte.rajasthan.gov.in/college/none
402,"Government College, Kanwas",Kota,gckanvas@gmail.com,2018, CoEd,UG,9950207542,https://hte.rajasthan.gov.in/college/gckanwas
403,"RAJKIYA VANIJYA KANYA MAHAVIDHYALAYA (RVKM), KOTA",Kota,gccomm.kota@rajasthan.gov.in,2014, Girls,PG,07442324077,https://hte.rajasthan.gov.in/college/ggcckota
404,GOVERNMENT GIRLS COLLEGE RAMPURA KOTA,Kota,ggcrampura@gmail.com,2022, Girls,UG,7442324075,https://hte.rajasthan.gov.in/college/ggcrampura
405,"Government College, Degana (Nagaur)",Nagaur,govtcollegedegana@gmail.com,2015, CoEd,UG,01587-222001,https://hte.rajasthan.gov.in/college/gcdegana
406,"GOVERNMENT BANGUR COLLEGE, DIDWANA",Nagaur,gbc_didwana@yahoo.com,1958, CoEd,PG,0158-0220024,https://hte.rajasthan.gov.in/college/gbdeedwana
407,GOVERNMENT COLLEGE JAYAL (NAGAUR),Nagaur,gcjayal102013@gmail.com,2013, CoEd,UG,01583272060,https://hte.rajasthan.gov.in/college/gcjayal
408,SRI BALDEV RAM MIRDHA GOVT COLLEGE NAGAUR(RAJ),Nagaur,sbrmprincipal@gmail.com,1969, CoEd,PG,01582240853,https://hte.rajasthan.gov.in/college/gcnagaur
409,GOVERNMENT LAW COLLEGE NAGAUR,Nagaur,glcnagaur@gmail.com,2006, CoEd,UG,8619933874,https://hte.rajasthan.gov.in/college/glcnagaur
410,GOVERNMENT COLLEGE KHINWSAR,Nagaur,gckhivnsar@gmail.com,2016, CoEd,PG,01585-262016,https://hte.rajasthan.gov.in/college/gckhinwsar
411,GOVT. COLLEGE MERTA CITY,Nagaur,principalgovtcollegemertacity@gmail.com,1996, CoEd,PG,01590-220600,https://hte.rajasthan.gov.in/college/gcmertacity
412,"SMT. MADI BAI MIRDHA GOVT GIRLS COLLEGE, NAGAUR",Nagaur,govt.girlscollegenagaur@gmail.com,1997, Girls,PG,01582242550,https://hte.rajasthan.gov.in/college/ggcnagour
413,"Government College, Manglana",Nagaur,gcmanglana@gmail.com,2016, CoEd,UG,01588-285035,https://hte.rajasthan.gov.in/college/gcmanglana
414,GOVERNMENT COLLEGE PARBATSAR (NAGAUR),Nagaur,parbatsargovermentcollege@gmail.com,2019, CoEd,UG,9983545782,https://hte.rajasthan.gov.in/college/gcparbatsar
415,"GOVERNMENT COLLEGE , NAWAN (NAGAUR)RAJASTHAN",Nagaur,govtcollegenawa3@gmail.com,2019, CoEd,PG,9352393083,https://hte.rajasthan.gov.in/college/gcnawan
416,GOVERNMENT COLLEGE MAKRANA,Nagaur,gcmakrana20@gmail.com,2020, CoEd,UG,9560710983,https://hte.rajasthan.gov.in/college/gcmakrana
417,Government College Kuchera (Nagaur),Nagaur,govtcollegekuchera@gmail.com,2021, CoEd,UG,8104235129,https://hte.rajasthan.gov.in/college/gckuchera
418,"Government Girls College, Didwana",Nagaur,govtgirlscollegedeedwana@gmail.com,2021, Girls,UG,01580220024,https://hte.rajasthan.gov.in/college/ggcdidwana
419,Government Girls College Ladnu,Nagaur,govtgirlscollegeladnun@gmail.com,2021, Girls,UG,01580220024,https://hte.rajasthan.gov.in/college/ggcladnu
420,"Government Girls College, Khinwsar",Nagaur,ggckhinwsar@gmail.com,2022, Girls,UG,6375930269,https://hte.rajasthan.gov.in/college/ggckhinwsar
421,Government Girls College Panchla Siddha,Nagaur,ggcpanchlasiddha@gmail.com,2022, Girls,UG,8427281586,https://hte.rajasthan.gov.in/college/ggcpanchlasiddha
422,Government Girls College Kuchaman City,Nagaur,ggckuchaman@gmail.com,2022, Girls,UG,9414587304,https://hte.rajasthan.gov.in/college/ggckuchamancity
423,Government Girls College Degana,Nagaur,govtgirlscollegedegana@gmail.com,2023, Girls,UG,9414468219,https://hte.rajasthan.gov.in/college/govtgirlscollegedegana
424,Government College Loonwa,Nagaur,gclunwa@gmail.com,2023, CoEd,UG,9414516677,https://hte.rajasthan.gov.in/college/gclunwa
425,Government College Riyan Bari,Nagaur,gcriyanbari@gmail.com,2023, CoEd,UG,9462278550,https://hte.rajasthan.gov.in/college/govtcollegeriyanbari
426,Government College Khajwana,Nagaur,gckhajwana@gmail.com,2023, CoEd,UG,9799263875,https://hte.rajasthan.gov.in/college/gckhajwana
427,Government College Chhoti Khatu,Nagaur,gcchhotikhatu@gmail.com,, CoEd,,7823094046,https://hte.rajasthan.gov.in/college/gcchhotikhatu
428,Government College Kuchaman City,Nagaur,govtcollegekuchaman@gmail.com,, CoEd,,9999999999,https://hte.rajasthan.gov.in/college/gckuchamancity
429,"GOVERNMENT P.G. LAW COLLEGE, PALI (RAJASTHAN)",Pali,govtlawcollegepali123@gmail.com,2006, CoEd,PG,02932-252052,https://hte.rajasthan.gov.in/college/glcpali
430,Government College Bali,Pali,govtcollegebali@gmail.com,2013, CoEd,UG,02938-222002,https://hte.rajasthan.gov.in/college/gcbali
431,Government College Jaitaran (Pali),Pali,govtcollegejtr@gmail.com,2007, CoEd,PG,2939-0225040,https://hte.rajasthan.gov.in/college/gcjaitaran
432,GOVERNMENT BANGUR P.G. COLLEGE PALI,Pali,gbcpali@yahoo.co.in,1961, CoEd,PG,02932 226452,https://hte.rajasthan.gov.in/college/gcpali
433,GOVERNMENT PG COLLEGE SOJAT CITY (Dist- Pali),Pali,govtcollegesojat@rediffmail.com,2006, CoEd,PG,02960-223399,https://hte.rajasthan.gov.in/college/gcsojatcity
434,"Goverment College Sumerpur, Pali",Pali,gcsumerpur@gmail.com,2015, CoEd,UG,02933-294252,https://hte.rajasthan.gov.in/college/gcsumerpur
435,Smt. Guman Bai Pannalal Bhanshali Government Girls College Pali,Pali,paligg.college@gmail.com,1995, Girls,PG,02932-284322,https://hte.rajasthan.gov.in/college/ggcpali
436,"GOVERNMENT COLLEGE, MARWAR JUNCTION, PALI",Pali,gcmarwarjunction@gmail.com,2018, CoEd,UG,02935252626,https://hte.rajasthan.gov.in/college/gcmarwarjn
437,"GOVERNMENT COLLEGE, RAIPUR  PALI (RAJASTHAN)",Pali,govtcoraipur@gmail.com,2018, CoEd,UG,9950344303,https://hte.rajasthan.gov.in/college/gcraipurpali
438,Government College Rohat (Pali),Pali,gcrohat@gmail.com,2018, CoEd,UG,9414916633,https://hte.rajasthan.gov.in/college/gcrohat
439,"Shri Ai Mata Govt. College, Sojat City",Pali,gcsojatcity@gmail.com,2020, CoEd,UG,9352288108,https://hte.rajasthan.gov.in/college/gcaisojatcity
440,Government Girls College Takhatgarh,Pali,ggctakhtgarh@gmail.com,2021, Girls,UG,9460443779,https://hte.rajasthan.gov.in/college/ggctakhatgarh
441,GOVERNMENT GIRLS COLLEGE BADAGUDA,Pali,ggcbadaguda@gmail.com,2022, Girls,UG,9795806534,https://hte.rajasthan.gov.in/college/ggcbadaguda
442,Government Girls College Jojawar Pali,Pali,ggcjojawar@gmail.com,2022, Girls,UG,2932226452,https://hte.rajasthan.gov.in/college/ggcjojawar
443,Government College Desuri,Pali,govtcollegedesuri@gmail.com,2023, CoEd,UG,9460443779,https://hte.rajasthan.gov.in/college/ggcdesuri
444,"GOVERNMENT GIRLS COLLEGE, RANI (MARWAR JUNCTION)",Pali,ggcrani@gmail.com,2023, Girls,UG,02932 226452,https://hte.rajasthan.gov.in/college/ggcrani
445,Government College Deoli Pali,Pali,gcdeoli2023@gmail.com,2023, CoEd,UG,9799716294,https://hte.rajasthan.gov.in/college/gcdeoli
446,Government Girls College Bar,Pali,ggcbar2023@gmail.com,2023, Girls,UG,8619592447,https://hte.rajasthan.gov.in/college/ggcbar
447,Govt College Sadri,Pali,govtcollegesadri@gmail.com,, CoEd,,8209303939,https://hte.rajasthan.gov.in/college/gcsadri
448,GOVT.COLLEGE DHARIYAWAD,Pratapgarh,gcdp.13@gmail.com,2013, CoEd,UG,8209918989,https://hte.rajasthan.gov.in/college/gcdhariyawad
449,"GOVT P G COLLEGE, PRATAPGARH",Pratapgarh,principalgovtcollegepratapgarh@gmail.com,1966, CoEd,PG,01478 222012,https://hte.rajasthan.gov.in/college/gcpratapgarh
450,"Government College, Chhoti Sadri",Pratapgarh,gcchhotisadri@gmail.com,2016, CoEd,UG,01473294448,https://hte.rajasthan.gov.in/college/gcchhotisadri
451,Government Girls College Pratapgarh,Pratapgarh,ggcpratapgarh2019@gmail.com,2019, Girls,UG,9887125859,https://hte.rajasthan.gov.in/college/ggcpratapgarh
452,GOVERNMENT COLLEGE PEEPALKHUNT,Pratapgarh,gcpeepalkhunt@gmail.com,2019, CoEd,UG,08209570687,https://hte.rajasthan.gov.in/college/gcpeepalkhunt
453,Government College Bhachundla,Pratapgarh,bhachundalagovtcollege2022@gmail.com,2022, CoEd,UG,9460936565,https://hte.rajasthan.gov.in/college/gcbhachundla
454,"Nitya Lilasth Tilkayat Shree Govind Lal Ji Maharaj Govt. Girls College, Nathdwara,  RUSA Beneficiary College and NAAC Accredited - B Grade",Rajsamand,ggcnathdwara@gmail.com,1998, Girls,PG,02953-231602,https://hte.rajasthan.gov.in/college/ggcnathdwara
455,"SAMRAT PRITHVIRAJ CHAUHAN GOVERNMENT COLLEGE, BHIM",Rajsamand,prin.gcbhim@gmail.com,2007, CoEd,UG,02951 251024,https://hte.rajasthan.gov.in/college/gcbhim
456,Seth Mathura Das Binani Government P.G.College,Rajsamand,govtcollegenathdwara@gmail.com,1962, CoEd,PG,02953-234630,https://hte.rajasthan.gov.in/college/gcnathdwara
457,"SETH RANGLAL KOTHARI GOVERNMENT POST GRADUATE COLLEGE, RAJSAMAND",Rajsamand,srkgovtcollegerajsamand@gmail.com,1994, CoEd,PG,02952-221840,https://hte.rajasthan.gov.in/college/gcrajsamand
458,"Govt.College Devgarh, Rajasamand",Rajsamand,gcdevgarh@gmail.com,2014, CoEd,UG,7300436160,https://hte.rajasthan.gov.in/college/gcdeogarh
459,"SHREE HEERALAL DEVPURA GOVT. COLLEGE, AMET, RAJSAMAND",Rajsamand,govtcollegeametrajsamand@gmail.com,1999, CoEd,UG,02908-251030,https://hte.rajasthan.gov.in/college/gcamet
460,"Shri Dwarkadhish Government Girls College,Rajsamand",Rajsamand,ggcr.17@gmail.com,2017, Girls,UG,9929340490,https://hte.rajasthan.gov.in/college/ggcrajsamand
461,Government College Kumbhalgarh,Rajsamand,gckumbhalgarh2017@gmail.com,2017, CoEd,UG,7742359172,https://hte.rajasthan.gov.in/college/gckumbhalgarh
462,GOVERNMENT COLLEGE RAILMAGRA (RAJSAMAND),Rajsamand,gcrailmagra@gmail.com,2019, CoEd,UG,9887639395,https://hte.rajasthan.gov.in/college/gcrailmagra
463,Kiran Maheshwari Government College Kunwariya,Rajsamand,ggck21@gmail.com,2021, Girls,UG,9968320534,https://hte.rajasthan.gov.in/college/ggckunwariya
464,Government College Khamnor,Rajsamand,kmsingada@gmail.com,2021, CoEd,UG,9414725608,https://hte.rajasthan.gov.in/college/gckhamnor
465,Government Girls College,Rajsamand,ggcbhim2022@gmail.com,2022, Girls,UG,02951251024,https://hte.rajasthan.gov.in/college/ggcbhim
466,Govt Girls  P.G.College Sawai Madhopur,Sawai Madhopur,girlscollegeswm91@gmail.com,1996, Girls,PG,0746-2221124,https://hte.rajasthan.gov.in/college/ggcsawaimadhopur
467,"Government College,Khandar",Sawai Madhopur,gckhandar@gmail.com,2015, CoEd,UG,7468-0241013,https://hte.rajasthan.gov.in/college/gckhandar
468,"Shaheed Captain Ripudaman Singh Rajkiya Mahavidyalaya, Sawai Madhopur",Sawai Madhopur,gocolswm@gmail.com,1971, CoEd,PG,07462-220307,https://hte.rajasthan.gov.in/college/gcsawaimadhopur
469,Govt College Bamanwas ( Sawai Madhopur),Sawai Madhopur,principalbamanwas@gmail.com,2013, CoEd,UG,9414049125,https://hte.rajasthan.gov.in/college/gcbamanwas
470,Govt. College Gangapur City,Sawai Madhopur,principalggp@gmail.com,1977, CoEd,PG,07463-294903,https://hte.rajasthan.gov.in/college/gcgangapurcity
471,Government College Bonli Sawai Madhopur,Sawai Madhopur,GCBONLI@GMAIL.COM,2019, CoEd,UG,07466294566,https://hte.rajasthan.gov.in/college/gcbonli
472,GOVERNMENT COLLEGE MALARNA DUNGAR,Sawai Madhopur,GOVTCOLLEGEMALARNADUNGAR@GMAIL.COM,2020, CoEd,UG,9929841123,https://hte.rajasthan.gov.in/college/gcmalaridungar
473,GOVERNMENT COLLEGE CHAUTH KA BARWARA,Sawai Madhopur,gocolckb@gmail.com,2022, CoEd,UG,7462220307,https://hte.rajasthan.gov.in/college/gcchauthkabarwara
474,GOVERNMENT GIRLS COLLEGE  MITRAPURA,Sawai Madhopur,ggcmitrapura@gmail.com,2022, Girls,UG,7462220307,https://hte.rajasthan.gov.in/college/ggcmitrapura
475,Government Girls College Gangapur city,Sawai Madhopur,ggcgangapurcity2022@gmail.com,2022, Girls,UG,7463294903,https://hte.rajasthan.gov.in/college/ggcgangapurcity
476,"Government girls College, Wazeerpur",Sawai Madhopur,ggcwazeerpur@gmail.com,2022, Girls,UG,9414118446,https://hte.rajasthan.gov.in/college/ggcwazeerpur
477,Government Girls College Sukar,Sawai Madhopur,ggcsukar@gmail.com,2023, Girls,UG,9772905266,https://hte.rajasthan.gov.in/college/ggcsukar
478,Government College Wazirpur,Sawai Madhopur,gcwazirpur@gmail.com,, CoEd,,7463294903,https://hte.rajasthan.gov.in/college/gcwazirpur
479,"Government Arts College, Sikar",Sikar,artscollegesikar@gmail.com,2014, CoEd,PG,01572-232040,https://hte.rajasthan.gov.in/college/gcasikar
480,Govt. Kamla Modi Girls College Neemkathana.,Sikar,govtkmgc@gmail.com,1999, Girls,PG,01574-232231,https://hte.rajasthan.gov.in/college/ggcneemkathana
481,"Seth Nand Kishor Patwari Government College, Neemkathana, Sikar (Raj.)",Sikar,snkpgovtcollegeneemkathana@gmail.com,1966, CoEd,PG,1574-230063,https://hte.rajasthan.gov.in/college/gcneemkathana
482,"Government Science College, Sikar",Sikar,skgcsikar@gmail.com,2014, CoEd,PG,01572 -297020,https://hte.rajasthan.gov.in/college/gcssikar
483,GOVT COMMERCE COLLEGE SIKAR,Sikar,comcollegesikar@gmail.com,2014, CoEd,PG,01572274330,https://hte.rajasthan.gov.in/college/gccsikar
484,Shri Kalyan Rajkiya Kanya Mahavidyalaya Sikar,Sikar,ggcsikar@gmail.com,2013, Girls,PG,01572-242800,https://hte.rajasthan.gov.in/college/ggcsikar
485,"Government P.G. Law College, Sikar",Sikar,glcsikar2005@yahoo.in,2006, CoEd,PG,01572-246141,https://hte.rajasthan.gov.in/college/glcsikar
486,"Seth RN Ruia Government College, Ramgarh Shekhawati",Sikar,rnruiagovtcollege@yahoo.com,1961, CoEd,PG,01571240230,https://hte.rajasthan.gov.in/college/gcramgarhshekhawati
487,"Baba Vishambhar Das Govt Girls College,Hod,Sikar",Sikar,govtgirlscollegehod@gmail.com,2013, Girls,PG,9828434265,https://hte.rajasthan.gov.in/college/ggchod
488,Government College Patan,Sikar,gcpatansikar@gmail.com,2019, CoEd,UG,9414787254,https://hte.rajasthan.gov.in/college/gcpatan
489,"GOVERNMENT COLLEGE LAXMANGARH,SIKAR",Sikar,govtcollegelaxmangarh@gmail.com,2019, CoEd,UG,01573294077,https://hte.rajasthan.gov.in/college/gclaxmangarh
490,Government College Fatehpur,Sikar,govtcollegefatehpur2020@gmail.com,2020, CoEd,UG,9414558554,https://hte.rajasthan.gov.in/college/gcfatehpur
491,GOVERNMENT COLLEGE LOSAL,Sikar,govtcollegelosal@gmail.com,2020, CoEd,UG,9772107743,https://hte.rajasthan.gov.in/college/gclosal
492,Government Girls College Dantaramgarh,Sikar,gccdantaramgarh@gmail.com,2021, Girls,UG,1572274330,https://hte.rajasthan.gov.in/college/ggcdantaramgarh
493,Government College Khandela,Sikar,gckhandela1@gmail.com,2021, CoEd,UG,01575-294210,https://hte.rajasthan.gov.in/college/gckhandela
